2021-08-11T18:32:53.284,Cambrian,Info,0100,8.070000e+02,2.538000e+02,3.171683e+02
2021-08-11T18:42:17.594,Cambrian,Info,0200,8.070000e+02,2.538000e+02,3.321110e+02
2021-08-11T18:51:43.428,Cambrian,Info,0300,8.070000e+02,3.126000e+02,2.982504e+02
2021-08-11T19:01:37.373,Cambrian,Info,0400,8.790000e+02,3.312000e+02,4.295168e+02
2021-08-11T19:11:23.821,Cambrian,Info,0500,8.790000e+02,2.598000e+02,3.620231e+02
2021-08-11T19:20:41.084,Cambrian,Info,0600,8.790000e+02,3.606000e+02,3.313296e+02
2021-08-11T19:29:58.707,Cambrian,Info,0700,8.790000e+02,4.068000e+02,2.945169e+02
2021-08-11T19:39:20.527,Cambrian,Info,0800,8.790000e+02,3.564000e+02,3.728422e+02
2021-08-11T19:48:37.573,Cambrian,Info,0900,8.790000e+02,3.564000e+02,3.728422e+02
2021-08-11T19:57:58.292,Cambrian,Info,1000,8.790000e+02,3.564000e+02,3.728422e+02
2021-08-11T20:07:19.597,Cambrian,Info,1100,8.790000e+02,3.984000e+02,3.190765e+02
2021-08-11T20:16:35.300,Cambrian,Info,1200,8.790000e+02,4.676000e+02,3.101859e+02
2021-08-11T20:25:56.708,Cambrian,Info,1300,8.790000e+02,3.984000e+02,3.190765e+02
2021-08-11T20:35:15.919,Cambrian,Info,1400,8.790000e+02,3.606000e+02,3.313296e+02
2021-08-11T20:44:31.840,Cambrian,Info,1500,8.790000e+02,2.598000e+02,3.620231e+02
2021-08-11T20:53:44.636,Cambrian,Info,1600,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T21:02:57.654,Cambrian,Info,1700,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T21:12:17.282,Cambrian,Info,1800,8.790000e+02,2.808000e+02,3.599287e+02
2021-08-11T21:21:33.143,Cambrian,Info,1900,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T21:30:45.340,Cambrian,Info,2000,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T21:40:02.925,Cambrian,Info,2100,8.790000e+02,3.834000e+02,3.833397e+02
2021-08-11T21:49:18.538,Cambrian,Info,2200,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T21:58:34.719,Cambrian,Info,2300,8.790000e+02,3.228000e+02,3.612391e+02
2021-08-11T22:07:53.093,Cambrian,Info,2400,8.790000e+02,3.102000e+02,3.743430e+02
2021-08-11T22:17:11.662,Cambrian,Info,2500,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T22:26:32.273,Cambrian,Info,2600,8.790000e+02,2.934000e+02,3.637331e+02
2021-08-11T22:35:51.011,Cambrian,Info,2700,8.790000e+02,2.934000e+02,3.637331e+02
2021-08-11T22:45:09.570,Cambrian,Info,2800,8.790000e+02,3.018000e+02,3.362182e+02
2021-08-11T22:54:28.022,Cambrian,Info,2900,8.790000e+02,2.430000e+02,3.589297e+02
2021-08-11T23:03:45.155,Cambrian,Info,3000,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T23:13:03.306,Cambrian,Info,3100,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T23:22:24.872,Cambrian,Info,3200,8.790000e+02,2.598000e+02,3.620231e+02
2021-08-11T23:31:41.634,Cambrian,Info,3300,8.790000e+02,3.438000e+02,3.242957e+02
2021-08-11T23:40:57.859,Cambrian,Info,3400,8.790000e+02,3.270000e+02,3.293175e+02
2021-08-11T23:50:11.849,Cambrian,Info,3500,8.790000e+02,3.438000e+02,3.242957e+02
